Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name
ELEC,Semiahmoo Shopping Centre - Shoppers Drug Mart,15105 16 Ave,,Surrey,BC,V4A 6G3,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,SWTCH,https://swtchenergy.com/,GPS,49.03145454,-122.8032943,2021-12-13,201687,2022-06-16 15:43:16 UTC,P,,,2021-11-23,,,,,J1772,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,Whiski Jack,202-1420 Alpha Lake Rd,,Whistler,BC,V8E 0N3,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,SWTCH,https://swtchenergy.com/,GPS,50.09023972,-123.0310265,2021-12-13,201689,2022-06-16 15:43:16 UTC,P,,,2021-11-23,,,,,J1772,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,Cesqenela Elementary,24093 104 Ave,,Maple Ridge,BC,V2W 1J2,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,SWTCH,https://swtchenergy.com/,GPS,49.1921277,-122.5546623,2021-12-13,201690,2022-06-16 15:43:16 UTC,P,,,2021-11-23,,,,,J1772,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SCHOOL,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,AUTO WEST BMW MINI RMD DC (L),4431 Vanguard Road,,Richmond,BC,V6X 2P6,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.181636,-123.101843,2023-03-16,202077,2023-03-16 00:28:13 UTC,,,,2021-12-07,,,,,J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Delta City Hall,4500 Clarence Taylor Crescent,,Delta,BC,V4K 3E2,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.084553,-123.058778,2023-03-16,202105,2023-03-16 00:47:22 UTC,,,,2021-12-07,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF SURREY CITYHALL-L2-2,13464 104 Ave,,Surrey,BC,V3T 1V8,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.191475,-122.848976,2023-03-16,202308,2023-03-16 00:30:34 UTC,,,,2021-12-10,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF SURREY CITYHALL-L2-1,13464 104 Ave,,Surrey,BC,V3T 1V8,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.191467,-122.848984,2023-03-16,202309,2023-03-16 00:30:34 UTC,,,,2021-12-10,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITY RICHMOND WEST RICH CC 1,9180 No. 1 Road,,Richmond,BC,V7E 6L5,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.146363,-123.178555,2023-03-16,202330,2023-03-16 00:32:20 UTC,,,,2021-12-10,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITY RICHMOND WEST RICH CC 2,9180 No. 1 Road,,Richmond,BC,V7E 6L5,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.146328,-123.178536,2023-03-16,202331,2023-03-16 00:32:20 UTC,,,,2021-12-10,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HARBOUR CENTRE 450 PARKADE,450 W Cordova St,,Vancouver,BC,V6B 1E5,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.284326,-123.110275,2023-03-16,202454,2023-03-16 00:17:45 UTC,,,,2021-12-14,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BC Hydro - Hope,412-434 Wallace St,,Hope,BC,V0X 1L0,,800-224-9376,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,2,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,49.38011466,-121.439169,2022-01-11,202648,2022-07-26 14:30:40 UTC,P,,,2021-12-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,EasyPark - Lot 2 - 150 West Pender Street,150 West Pender Street,,Vancouver,BC,V6B 1R8,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.28128,-123.110341,2023-03-16,202765,2023-03-16 00:47:22 UTC,,,,2021-12-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FortisBC - Naramata – Wharf Park,Warf park,,Naramata,BC,V0H 1N0,,888-356-8911,E,,Public,24 hours daily,,,,,,,2,,FLO,https://flo.ca/,GPS,49.598931,-119.602182,2023-03-16,202818,2023-03-16 00:47:22 UTC,,,,2021-12-18,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SW Marine Drive,8277 Ontario Street,,Vancouver,BC,V5X 0A7,,888-356-8911,E,,Public,24 hours daily,,,,,,,3,,FLO,https://flo.ca/,GPS,49.21007,-123.10728,2023-03-16,202929,2023-03-16 00:47:22 UTC,,,,2021-12-22,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FortisBC - Grand Forks,524 Central Ave.,,Grand Forks,BC,V0H 1H9,,888-356-8911,E,,Public,24 hours daily,,,,,,,2,,FLO,https://flo.ca/,GPS,49.03217957,-118.4411617,2023-03-16,203025,2023-03-16 00:47:22 UTC,,,,2021-12-24,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Guildford Village - Tesla Supercharger,15615 104 Avenue,,Surrey,BC,V4N 2H4,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,49.192201,-122.788167,2022-10-03,203270,2022-12-01 17:40:26 UTC,P,,,2021-12-17,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,FALSE,,,,,
ELEC,Riverside Village Shopping Mall - Tesla Supercharger,300 Riverside Drive,,Penticton,BC,V2A 5Y5,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,49.49624377,-119.6151225,2022-10-03,203272,2022-12-01 17:40:26 UTC,P,,,2021-12-23,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,FALSE,,,,,
ELEC,AUTO WEST GROUP BLUE DC CAMBIE,10780 Cambie Road,,Richmond,BC,V6X 1K8,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.184243,-123.103884,2023-03-16,204486,2023-03-16 00:16:49 UTC,,,,2022-01-08,,,,,J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nakusp Marina,104 Nelson Ave S,,Nakusp,BC,V0G 1R0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,50.237472,-117.797837,2023-03-16,204688,2023-03-16 00:47:22 UTC,,,,2022-01-12,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BC Hydro - Horseshoe Bay,6400 Bruce St,,West Vancouver,BC,V7W 2G6,,800-224-9376,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,1,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,49.37374915,-123.2751921,2022-02-10,204890,2022-07-26 14:30:40 UTC,P,,,2022-01-13,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,Fernie,1791 9 Ave,,Fernie,BC,V0B 1M5,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.51723,-115.05862,2023-03-16,205031,2023-03-16 00:47:22 UTC,,,,2022-01-19,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITYOFVANCOUVER VANAQUA NODE 1,845 Avison Way,,Vancouver,BC,V6G 3E2,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.30033,-123.130349,2023-03-16,205114,2023-03-16 00:13:28 UTC,,,,2022-01-21,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Westbank,101 - 3550 Carrington Road,,Westbank,BC,V4T 2Z1,,888-356-8911,E,,Public,24 hours daily,,,,,,1,2,,FLO,https://flo.ca/,GPS,49.8359657,-119.6142485,2023-03-16,205339,2023-03-16 00:47:22 UTC,,,,2022-01-26,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Village of Montrose - Village Office,"565, 11th Avenue",,Montrose,BC,V0G 1P0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,49.079129,-117.593965,2023-03-16,205420,2023-03-16 00:47:22 UTC,,,,2022-01-27,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Regional District North Okanagan,9848 Aberdeen Road,,Coldstream,BC,V1B 2K9,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,50.24161,-119.230704,2023-03-16,205623,2023-03-16 00:47:22 UTC,,,,2022-01-29,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Southpoint Exchange Mall - Tesla Supercharger,3033 152 Street,,Surrey,BC,Surrey,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,49.05671,-122.801739,2022-10-03,205772,2022-12-01 17:40:26 UTC,P,,,2022-02-03,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,FALSE,,,,,
ELEC,Powell River - Westview Harbor,4510 Willingdon Ave,,Powell River,BC,V8A 2M8,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.838206,-124.528817,2023-03-16,206395,2023-03-16 00:47:22 UTC,,,,2022-02-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Cottonwood Centre - Tesla Supercharger,45585 Luckakuck Way,,Chilliwack,BC,V2R 1A1,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,49.141693,-121.963915,2022-10-03,206679,2022-12-01 17:40:26 UTC,P,,,2022-02-15,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,FALSE,,,,,
ELEC,BC Hydro - Smithers,3473 Second Ave,,Smithers,BC,V0J 2N3,,800-224-9376,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,2,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,54.7792947,-127.1699338,2022-03-04,206682,2022-07-26 14:30:40 UTC,P,,,2022-02-11,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,BC Hydro - Revelstoke,301 Victoria Rd W,,Revelstoke,BC,V0E 2S0,,800-224-9376,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,1,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,51.00073311,-118.1965563,2022-03-04,206683,2022-07-26 14:30:40 UTC,P,,,2022-02-11,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,CITY RICHMOND HAMILTON CC 1,5140 Smith Drive,,Richmond,BC,V6V 2W5,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.176731,-122.964582,2023-03-16,206771,2023-03-16 00:33:30 UTC,,,,2022-02-20,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITY RICHMOND ICE CENTRE 1,14140 Triangle Rd,,Richmond,BC,V6W 1B1,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.136202,-123.06544,2023-03-16,206956,2023-03-16 00:33:32 UTC,,,,2022-02-24,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITY RICHMOND ICE CENTRE 2,14140 Triangle Rd,,Richmond,BC,V6W 1B1,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.13613,-123.06545,2023-03-16,206957,2023-03-16 00:33:32 UTC,,,,2022-02-24,,,,,CHADEMO J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Revelstoke,719 Track St W,,Revelstoke,BC,V0E 2S0,,833-231-3226,E,,Public,24 hours daily,,,,,,,4,,Electrify Canada,https://www.electrify-canada.ca/,GPS,51.00458,-118.20075,2023-03-16,207201,2023-03-16 00:46:46 UTC,,,,2022-02-28,,,,,CHADEMO J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,EasyPark - Lot 3 - 535 Richards St,535 Richards Street,,Vancouver,BC,V6B 2Z5,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.282855,-123.113843,2023-03-16,207472,2023-03-16 00:47:22 UTC,,,,2022-03-02,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,District of Kent - Aberdeen Building,7167 Pioneer Avenue,,Agassiz,BC,V0M 1A0,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.23895,-121.76211,2023-03-16,207473,2023-03-16 00:47:22 UTC,,,,2022-03-02,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LODGING OVATION LEGEND-1,2036 London Ln,,Whistler,BC,V0N 1B2,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.094601,-122.988822,2023-03-16,207484,2023-03-16 00:09:55 UTC,,,,2022-03-03,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Westbank - Deloitte Summit,410 West Georgia Street,,Vancouver,BC,V6C 1C7,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,49.28079616,-123.1158279,2023-03-16,207529,2023-03-16 00:47:22 UTC,,,,2022-03-03,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of Nelson - Selkirk College - 10th street campus,820 Tenth Street,,Nelson,BC,V1L 3C7,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.505147,-117.267125,2023-03-16,207755,2023-03-16 00:47:22 UTC,,,,2022-03-08,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITYOFVANCOUVER SOUTH HILL DC 1,646 E 44th Ave,,Vancouver,BC,V5W 2Z8,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.229929,-123.091353,2023-03-16,207877,2023-03-16 00:13:45 UTC,,,,2022-03-10,,,,,CHADEMO J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITY RICHMOND RICHMOND OVAL 3,6111 River Rd,,Richmond,BC,V7C 0A2,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.17482,-123.15339,2023-03-16,207942,2023-03-16 00:33:32 UTC,,,,2022-03-11,,,,,CHADEMO J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,7-Eleven,1915 McCallum Road,,Abbotsford,BC,V2S 3N1,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.0367,-122.294,2022-07-08,208781,2022-07-08 16:02:07 UTC,P,,,,,,,,,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,7-Eleven,1120 Rogers Way,,Kamloops,BC,V1S 1N5,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,50.6521,-120.3683,2022-04-13,208782,2022-07-12 18:50:13 UTC,P,,,,,,,,,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,7-Eleven,1901 Harvey Avenue,,Kelowna,BC,V1Y 6G5,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.8815,-119.4536,2022-04-13,208783,2022-04-26 16:04:15 UTC,P,,,,,,,,,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,7-Eleven,20250 88th Avenue,,Langley City,BC,V1Y 6G5,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.1625,-122.6603,2022-04-13,208784,2022-04-26 16:04:15 UTC,P,,,,,,,,,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,7-Eleven,5702 Granville St,,Vancouver,BC,V6M 3C7,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.2338,-123.139,2022-04-13,208785,2022-04-26 16:04:15 UTC,P,,,,,,,,,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Delta,4683 51st Street,,Delta,BC,V4K 2V8,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,2,,,Non-Networked,,GPS,49.087949,-123.082679,2022-04-13,208819,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Delta,5755 Mountainview Boulevard,,Delta,BC,V4K 3E1,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,4,,,Non-Networked,,GPS,49.0838531,-123.0645496,2022-04-13,208820,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Delta,11415 84th Avenue,,Delta,BC,V4C 2T7,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,4,,,Non-Networked,,GPS,49.1560364,-122.9133575,2022-04-13,208821,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Delta,7815 112th Street,,Delta,BC,V4C 7T2,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,4,,,Non-Networked,,GPS,49.144862,-122.912669,2022-04-13,208822,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Richmond,4151 Chatham Street,,Richmond,BC,V7E 2Z7,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,2,,,Non-Networked,,GPS,49.1267423,-123.1820282,2022-04-13,208837,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Richmond,6440 Blundell Road,,Richmond,BC,V7C 1H8,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,2,,,Non-Networked,,GPS,49.1549985,-123.1550807,2022-04-13,208839,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Vancouver,1664 East 11th Avenue,,Vancouver,BC,V5N 1Y7,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,,2,,Non-Networked,,GPS,49.26047,-123.0717043,2022-04-13,208840,2023-03-02 14:19:45 UTC,LG,,,,,,,,,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Vancouver,6260 Killarney Street,,Vancouver,BC,V5S 2X7,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,3,,,Non-Networked,,GPS,49.2274134,-123.0465793,2022-04-13,208841,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Vancouver,3360 Victoria Drive,,Vancouver,BC,V5N 4M4,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,3,,,Non-Networked,,GPS,49.2551815,-123.0673968,2022-04-13,208842,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Vancouver,4747 Dunbar Street,,Vancouver,BC,V6S 2H2,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,2,,,Non-Networked,,GPS,49.2438002,-123.188331,2022-04-13,208843,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Vancouver,3350 Maquinna Drive,,Vancouver,BC,V5S 4C6,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,3,,,Non-Networked,,GPS,49.2144516,-123.034255,2022-04-13,208844,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Vancouver,5175 Dumfries Street,,Vancouver,BC,V5P 3A2,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,3,,,Non-Networked,,GPS,49.23723,-123.0769734,2022-04-13,208845,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Vancouver,2099 Beach Avenue,,Vancouver,BC,V6G 1Z4,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,3,,,Non-Networked,,GPS,49.2907643,-123.1476858,2022-04-13,208846,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Vancouver,1661 Napier Street,,Vancouver,BC,V5L 3X1,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,2,,,Non-Networked,,GPS,49.2750552,-123.0726027,2022-04-13,208847,2022-04-26 16:04:15 UTC,LG,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,Corporation of the City of North Vancouver,165 E 13th (Fire Hall),,North Vancouver,BC,V7L 2L3,,,P,2022-09-15,PLANNED - not yet accessible (Public),,,,,,,2,,,Non-Networked,,GPS,49.319679,-123.069656,2022-04-13,208852,2022-04-26 16:04:15 UTC,P,,,,,,,,J1772,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
